player,team,rating,minutes,season
Lucas Leiva,Liverpool,7.21,1953,12-13
Lucas Leiva,Liverpool,7.21,2858,10-11
Lucas Leiva,Liverpool,7.26,2844,09-10
Lucas Leiva,Liverpool,7.4,1045,11-12
Lucas Moura,Tottenham,6.48,208,17-18
Lucas Moura,Tottenham,6.96,2128,18-19
Lucas Neill,Everton,6.68,918,09-10
Lucas Piazon,Chelsea,6.98,16,12-13
Lucas Pérez,Arsenal,6.36,265,16-17
Lucas Pérez,West Ham,6.32,469,18-19
Lucas Torreira,Arsenal,6.72,2381,18-19
Luciano Becchio,Norwich,6.15,54,13-14
Luciano Becchio,Norwich,6.18,168,12-13
Luciano Narsingh,Swansea,6.32,619,17-18
Luciano Narsingh,Swansea,6.33,411,16-17
Luciano Vietto,Fulham,6.48,987,18-19
Ludovic Sylvestre,Blackpool,6.63,430,10-11
Luis Alberto,Liverpool,6.22,135,13-14
Luis Antonio Valencia,Manchester United,6.68,466,18-19
Luis Antonio Valencia,Manchester United,6.94,1941,13-14
Luis Antonio Valencia,Manchester United,7.0,2212,12-13
Luis Antonio Valencia,Manchester United,7.05,855,15-16
Luis Antonio Valencia,Manchester United,7.07,2743,17-18
Luis Antonio Valencia,Manchester United,7.23,2584,14-15
Luis Antonio Valencia,Manchester United,7.24,2483,16-17
Luis Antonio Valencia,Manchester United,7.27,741,10-11
Luis Antonio Valencia,Manchester United,7.47,2615,09-10
Luis Antonio Valencia,Manchester United,7.51,2120,11-12
Luis Hernández,Leicester,6.37,326,16-17
Luis Jiménez,West Ham,6.76,657,09-10
Luis Suárez,Liverpool,7.35,2557,11-12
Luis Suárez,Liverpool,7.63,1102,10-11
Luis Suárez,Liverpool,7.89,2955,12-13
Luis Suárez,Liverpool,8.43,2965,13-14
Luka Milivojevic,Crystal Palace,6.94,1227,16-17
Luka Milivojevic,Crystal Palace,7.01,3082,17-18
Luka Milivojevic,Crystal Palace,7.19,3420,18-19
Luka Modric,Tottenham,7.3,1916,09-10
Luka Modric,Tottenham,7.34,2801,10-11
Luka Modric,Tottenham,7.59,3216,11-12
Lukas Jutkiewicz,Burnley,6.03,11,16-17
Lukas Jutkiewicz,Burnley,6.35,978,14-15
Lukas Nmecha,Manchester City,5.98,14,17-18
Lukas Podolski,Arsenal,6.32,99,14-15
Lukas Podolski,Arsenal,6.98,1173,13-14
Lukas Podolski,Arsenal,6.98,2000,12-13
Lukasz Fabianski,Arsenal,6.41,360,09-10
Lukasz Fabianski,Arsenal,6.75,1260,10-11
Lukasz Fabianski,Arsenal,6.75,360,12-13
Lukasz Fabianski,Arsenal,7.9,90,13-14
Lukasz Fabianski,Swansea,6.7,3330,16-17
Lukasz Fabianski,Swansea,6.87,3330,15-16
Lukasz Fabianski,Swansea,6.89,3420,17-18
Lukasz Fabianski,Swansea,7.09,3308,14-15
Lukasz Fabianski,West Ham,7.02,3420,18-19
Luke Amos,Tottenham,6.13,2,18-19
Luke Daniels,West Bromwich Albion,6.45,12,13-14
Luke Dreher,Crystal Palace,6.0,1,18-19
Luke Garbutt,Everton,6.0,1,13-14
Luke Garbutt,Everton,6.52,286,14-15
Luke Moore,Swansea,6.23,521,11-12
Luke Moore,Swansea,6.44,529,12-13
Luke Shaw,Manchester United,6.79,1127,14-15
Luke Shaw,Manchester United,6.86,789,17-18
Luke Shaw,Manchester United,6.9,692,16-17
Luke Shaw,Manchester United,6.91,2592,18-19
Luke Shaw,Manchester United,7.36,450,15-16
Luke Shaw,Southampton,6.96,1951,12-13
Luke Shaw,Southampton,7.16,2995,13-14
Luke Varney,Blackpool,6.67,2045,10-11
Luke Young,Aston Villa,6.5,146,11-12
Luke Young,Aston Villa,6.89,2070,10-11
Luke Young,Aston Villa,6.97,1288,09-10
Luke Young,Queens Park Rangers,6.85,2032,11-12
Luuk de Jong,Newcastle United,6.51,672,13-14
Luís Boa Morte,West Ham,6.55,1509,10-11
Luís Boa Morte,West Ham,8.01,64,09-10
Lynden Gooch,Sunderland,6.22,365,16-17
Lys Mousset,Bournemouth,6.1,265,16-17
Lys Mousset,Bournemouth,6.11,351,18-19
Lys Mousset,Bournemouth,6.29,585,17-18
Léo Bonatini,Wolverhampton Wanderers,6.13,130,18-19
M'Baye Niang,Watford,6.75,1254,16-17
Maarten Stekelenburg,Everton,6.52,1684,16-17
Maarten Stekelenburg,Fulham,6.57,1682,13-14
Maarten Stekelenburg,Southampton,6.49,1530,15-16
Magaye Gueye,Everton,6.15,49,12-13
Magaye Gueye,Everton,6.36,528,11-12
Magaye Gueye,Everton,6.58,193,10-11
Magnus Wolff Eikrem,Cardiff,6.64,198,13-14
Mahamadou Diarra,Fulham,6.47,338,13-14
Mahamadou Diarra,Fulham,6.96,608,12-13
Mahamadou Diarra,Fulham,7.06,753,11-12
Maicon,Manchester City,6.84,517,12-13
Maik Taylor,Birmingham,6.8,180,09-10
Mamadou Sakho,Crystal Palace,6.72,2417,18-19
Mamadou Sakho,Crystal Palace,6.81,1599,17-18
Mamadou Sakho,Crystal Palace,7.07,687,16-17
Mamadou Sakho,Liverpool,7.05,1418,14-15
Mamadou Sakho,Liverpool,7.05,1481,13-14
Mamadou Sakho,Liverpool,7.07,1855,15-16
Mamady Sidibe,Stoke,6.09,40,10-11
Mamady Sidibe,Stoke,6.86,1531,09-10
Mame Biram Diouf,Blackburn,6.55,1628,10-11
Mame Biram Diouf,Manchester United,6.4,90,09-10
Mame Biram Diouf,Stoke,6.46,1269,15-16
Mame Biram Diouf,Stoke,6.63,1382,16-17
Mame Biram Diouf,Stoke,6.76,2602,17-18
Mame Biram Diouf,Stoke,6.83,2438,14-15
Manolo Gabbiadini,Southampton,6.25,471,18-19
Manolo Gabbiadini,Southampton,6.3,1076,17-18
Manolo Gabbiadini,Southampton,6.58,731,16-17
Manu García,Manchester City,6.12,10,15-16
Manuel Almunia,Arsenal,6.39,720,10-11
Manuel Almunia,Arsenal,6.65,2610,09-10
Manuel Lanzini,West Ham,6.72,689,18-19
Manuel Lanzini,West Ham,7.04,2049,17-18
Manuel Lanzini,West Ham,7.11,2716,16-17
Manuel Lanzini,West Ham,7.21,1921,15-16
Manuel da Costa,West Ham,7.16,1094,09-10
Manuel da Costa,West Ham,7.29,1293,10-11
Mapou Yanga-Mbiwa,Newcastle United,6.69,1499,13-14
Mapou Yanga-Mbiwa,Newcastle United,6.88,1036,12-13
Marc Albrighton,Aston Villa,6.38,429,12-13
Marc Albrighton,Aston Villa,6.42,57,09-10
Marc Albrighton,Aston Villa,6.7,1490,11-12
Marc Albrighton,Aston Villa,6.81,968,13-14
Marc Albrighton,Aston Villa,7.03,1805,10-11
Marc Albrighton,Leicester,6.68,1627,18-19
Marc Albrighton,Leicester,6.8,2544,17-18
Marc Albrighton,Leicester,6.85,2425,16-17
Marc Albrighton,Leicester,7.05,2769,15-16
Marc Albrighton,Leicester,7.13,1028,14-15
Marc Muniesa,Stoke,6.58,1112,15-16
Marc Muniesa,Stoke,6.81,827,13-14
Marc Muniesa,Stoke,6.94,649,16-17
Marc Muniesa,Stoke,6.97,1387,14-15
Marc Navarro,Watford,6.15,85,18-19
Marc Pugh,Bournemouth,6.31,983,17-18
Marc Pugh,Bournemouth,6.6,1337,15-16
Marc Pugh,Bournemouth,6.77,1333,16-17
Marc Tierney,Norwich,5.69,90,12-13
Marc Tierney,Norwich,6.8,1530,11-12
Marc Wilson,Portsmouth,6.72,2411,09-10
Marc Wilson,Stoke,6.15,259,15-16
Marc Wilson,Stoke,6.55,1856,10-11
Marc Wilson,Stoke,6.72,2691,13-14
Marc Wilson,Stoke,6.78,2908,11-12
Marc Wilson,Stoke,6.82,2124,14-15
Marc Wilson,Stoke,6.92,1494,12-13
Marc Wilson,West Bromwich Albion,6.59,256,16-17
Marc-Antoine Fortuné,West Bromwich Albion,6.3,1117,10-11
Marc-Antoine Fortuné,West Bromwich Albion,6.39,820,12-13
Marc-Antoine Fortuné,West Bromwich Albion,6.75,1107,11-12
Marcel Gecov,Fulham,6.02,6,11-12
Marcello Trotta,Fulham,6.2,2,11-12
Marcelo Moreno Martins,Wigan,6.35,728,09-10
Marcin Wasilewski,Leicester,6.32,90,16-17
Marcin Wasilewski,Leicester,6.74,302,15-16
Marcin Wasilewski,Leicester,7.13,1991,14-15
Marco Borriello,West Ham,6.38,90,13-14
Marco van Ginkel,Chelsea,6.08,11,13-14
Marco van Ginkel,Stoke,6.45,753,15-16
Marcos Alonso,Bolton,6.98,332,11-12
Marcos Alonso,Bolton,7.31,360,10-11
Marcos Alonso,Chelsea,7.13,2860,17-18
Marcos Alonso,Chelsea,7.18,2761,18-19
Marcos Alonso,Chelsea,7.41,2694,16-17
Marcos Alonso,Sunderland,7.34,1440,13-14
Marcos Angeleri,Sunderland,6.05,5,10-11
Marcos Rojo,Manchester United,6.15,211,18-19
Marcos Rojo,Manchester United,6.65,642,17-18
Marcos Rojo,Manchester United,6.93,1254,15-16
Marcos Rojo,Manchester United,7.16,1661,16-17
Marcos Rojo,Manchester United,7.26,1765,14-15
Marcus Bent,Wolverhampton Wanderers,5.96,12,10-11
Marcus Bettinelli,Fulham,6.45,630,18-19
Marcus Hahnemann,Wolverhampton Wanderers,6.43,1260,10-11
Marcus Hahnemann,Wolverhampton Wanderers,7.18,2250,09-10
Marcus Olsson,Blackburn,6.48,991,11-12
Marcus Rashford,Manchester United,6.58,1703,16-17
Marcus Rashford,Manchester United,6.76,1810,17-18
Marcus Rashford,Manchester United,6.94,862,15-16
Marcus Rashford,Manchester United,6.95,2345,18-19
Marek Cech,West Bromwich Albion,6.56,1219,10-11
Mario Balotelli,Liverpool,6.54,940,14-15
Mario Balotelli,Manchester City,6.35,589,12-13
Mario Balotelli,Manchester City,6.85,1092,10-11
Mario Balotelli,Manchester City,7.07,1325,11-12
Mario Lemina,Southampton,6.85,1616,18-19
Mario Lemina,Southampton,6.93,1723,17-18
Mario Melchiot,Wigan,6.72,2853,09-10
Mario Suárez,Watford,6.38,745,15-16
Mark Bunn,Aston Villa,6.4,900,15-16
Mark Bunn,Blackburn,6.74,225,10-11
Mark Bunn,Blackburn,7.01,270,11-12
Mark Bunn,Norwich,6.41,1854,12-13
Mark Cullen,Hull,6.7,194,09-10
Mark Davies,Bolton,6.41,549,09-10
Mark Davies,Bolton,6.59,967,10-11
Mark Davies,Bolton,6.93,2750,11-12
Mark Gower,Swansea,6.05,6,12-13
Mark Gower,Swansea,6.76,1131,11-12
Mark Halstead,Blackpool,7.2,24,10-11
Mark Hudson,Cardiff,7.21,147,13-14
Mark Noble,West Ham,6.58,2399,16-17
Mark Noble,West Ham,6.65,2308,18-19
Mark Noble,West Ham,6.81,2405,17-18
Mark Noble,West Ham,6.95,2144,10-11
Mark Noble,West Ham,7.04,2308,14-15
Mark Noble,West Ham,7.06,2123,09-10
Mark Noble,West Ham,7.08,2286,12-13
Mark Noble,West Ham,7.13,3344,13-14
Mark Noble,West Ham,7.15,3205,15-16
Mark Schwarzer,Chelsea,7.0,360,13-14
Mark Schwarzer,Fulham,6.68,2700,11-12
Mark Schwarzer,Fulham,6.79,2790,10-11
Mark Schwarzer,Fulham,6.9,3240,12-13
Mark Schwarzer,Fulham,6.93,3330,09-10
Mark Schwarzer,Leicester,6.72,540,14-15
Mark Travers,Bournemouth,7.08,180,18-19
Marko Arnautovic,Stoke,6.75,1918,14-15
Marko Arnautovic,Stoke,6.84,2725,16-17
Marko Arnautovic,Stoke,7.02,2257,13-14
Marko Arnautovic,Stoke,7.05,2820,15-16
Marko Arnautovic,West Ham,6.84,2001,18-19
Marko Arnautovic,West Ham,7.07,2323,17-18
Marko Grujic,Liverpool,6.12,14,17-18
Marko Grujic,Liverpool,6.22,38,16-17
Marko Marin,Chelsea,6.35,143,12-13
Markus Henriksen,Hull,6.19,634,16-17
Markus Rosenberg,West Bromwich Albion,5.99,91,13-14
Markus Rosenberg,West Bromwich Albion,6.21,539,12-13
Markus Suttner,Brighton,6.46,1178,17-18
Marlon Harewood,Blackpool,6.46,661,10-11
Marlon King,Wigan,6.1,14,09-10
Marouane Chamakh,Arsenal,6.34,169,11-12
Marouane Chamakh,Arsenal,6.91,1846,10-11
Marouane Chamakh,Crystal Palace,6.17,251,15-16
Marouane Chamakh,Crystal Palace,6.7,1156,14-15
Marouane Chamakh,Crystal Palace,6.94,2308,13-14
Marouane Chamakh,West Ham,6.5,151,12-13
Marouane Fellaini,Everton,7.1,1654,10-11
Marouane Fellaini,Everton,7.1,2856,11-12
Marouane Fellaini,Everton,7.49,1763,09-10
Marouane Fellaini,Everton,7.59,2786,12-13
Marouane Fellaini,Everton,7.75,270,13-14
Marouane Fellaini,Manchester United,6.66,748,18-19
Marouane Fellaini,Manchester United,6.78,1070,15-16
Marouane Fellaini,Manchester United,6.91,1600,16-17
Marouane Fellaini,Manchester United,6.94,613,17-18
Marouane Fellaini,Manchester United,7.16,1831,14-15
Marouane Fellaini,Manchester United,7.21,1106,13-14
Marten de Roon,Middlesbrough,6.62,2777,16-17
Martin Cranie,Huddersfield,6.21,180,17-18
Martin Dubravka,Newcastle United,6.62,3420,18-19
Martin Dubravka,Newcastle United,6.73,1080,17-18
Martin Jiranek,Birmingham,6.58,785,10-11
Martin Kelly,Crystal Palace,6.43,1196,17-18
Martin Kelly,Crystal Palace,6.49,2131,16-17
Martin Kelly,Crystal Palace,6.56,1043,15-16
Martin Kelly,Crystal Palace,6.63,1111,18-19
Martin Kelly,Crystal Palace,6.89,2499,14-15
Martin Kelly,Liverpool,6.23,107,13-14
Martin Kelly,Liverpool,6.47,336,12-13
Martin Kelly,Liverpool,6.56,19,09-10
Martin Kelly,Liverpool,6.89,964,11-12
Martin Kelly,Liverpool,7.04,859,10-11
Martin Olsson,Blackburn,6.6,2180,11-12
Martin Olsson,Blackburn,6.75,2371,10-11
Martin Olsson,Blackburn,6.91,1721,09-10
Martin Olsson,Norwich,6.48,1773,15-16
Martin Olsson,Norwich,6.69,2965,13-14
Martin Olsson,Swansea,6.32,3154,17-18
Martin Olsson,Swansea,6.75,1253,16-17
Martin Paterson,Burnley,6.68,1434,09-10
Martin Petrov,Bolton,6.6,1471,10-11
Martin Petrov,Bolton,6.71,2573,11-12
Martin Petrov,Manchester City,6.79,724,09-10
Martin Skrtel,Liverpool,6.83,3420,10-11
Martin Skrtel,Liverpool,6.88,1410,09-10
Martin Skrtel,Liverpool,6.93,1886,15-16
Martin Skrtel,Liverpool,6.94,2995,11-12
Martin Skrtel,Liverpool,6.96,2079,12-13
Martin Skrtel,Liverpool,7.21,2970,14-15
Martin Skrtel,Liverpool,7.46,3222,13-14
Marton Fülöp,Manchester City,7.04,270,09-10
Marton Fülöp,Sunderland,6.46,1103,09-10
Marton Fülöp,West Bromwich Albion,3.77,90,11-12
Martyn Waghorn,Sunderland,6.0,6,10-11
Martín Cáceres,Southampton,6.66,90,16-17
Martín Demichelis,Manchester City,6.64,1016,15-16
Martín Demichelis,Manchester City,7.02,2559,14-15
Martín Demichelis,Manchester City,7.39,2430,13-14
Martín Montoya,Brighton,6.71,2166,18-19
Marvin Emnes,Swansea,6.06,66,15-16
Marvin Emnes,Swansea,6.17,504,14-15
Marvin Emnes,Swansea,6.33,136,13-14
Marvin Sordell,Bolton,5.97,39,11-12
Marvin Sordell,Burnley,6.04,281,14-15
Marvin Zeegelaar,Watford,6.81,995,17-18
Mason Greenwood,Manchester United,6.44,116,18-19
Mason Holgate,Everton,6.61,407,18-19
Mason Holgate,Everton,6.81,1183,17-18
Mason Holgate,Everton,6.9,1373,16-17
Massadio Haidara,Newcastle United,6.04,3,17-18
Massadio Haidara,Newcastle United,6.38,426,13-14
Massadio Haidara,Newcastle United,6.5,197,12-13
Massadio Haidara,Newcastle United,6.77,556,15-16
Massadio Haidara,Newcastle United,6.92,1099,14-15
Mat Ryan,Brighton,6.41,3060,18-19
Mat Ryan,Brighton,6.74,3420,17-18
Matej Vydra,Burnley,6.17,313,18-19
Matej Vydra,Watford,5.94,2,16-17
Matej Vydra,West Bromwich Albion,6.31,669,13-14
Mateo Kovacic,Chelsea,6.65,1745,18-19
Mathieu Debuchy,Arsenal,6.4,16,16-17
Mathieu Debuchy,Arsenal,6.85,144,15-16
Mathieu Debuchy,Arsenal,7.24,808,14-15
Mathieu Debuchy,Newcastle United,6.81,1168,12-13
Mathieu Debuchy,Newcastle United,7.44,2494,13-14
Mathieu Flamini,Arsenal,6.63,1604,13-14
Mathieu Flamini,Arsenal,6.73,1089,15-16
Mathieu Flamini,Arsenal,6.73,1456,14-15
Mathieu Flamini,Crystal Palace,6.08,270,16-17
Matija Nastasic,Manchester City,6.94,1028,13-14
Matija Nastasic,Manchester City,7.02,1823,12-13
Mats Møller Dæhli,Cardiff,6.37,626,13-14
Matt Derbyshire,Birmingham,6.04,462,10-11
Matt Doherty,Wolverhampton Wanderers,6.9,45,11-12
Matt Doherty,Wolverhampton Wanderers,7.12,3147,18-19
Matt Duke,Hull,6.49,990,09-10
Matt Grimes,Swansea,6.1,42,14-15
Matt Grimes,Swansea,6.29,90,15-16
Matt Miazga,Chelsea,6.35,136,15-16
Matt Phillips,Blackpool,6.5,1035,10-11
Matt Phillips,Queens Park Rangers,6.79,1823,14-15
Matt Phillips,West Bromwich Albion,6.73,2097,17-18
Matt Phillips,West Bromwich Albion,7.03,2194,16-17
Matt Ritchie,Bournemouth,6.77,2979,15-16
Matt Ritchie,Newcastle United,6.84,2812,17-18
Matt Ritchie,Newcastle United,6.95,2940,18-19
Matt Ritchie,Portsmouth,6.29,81,09-10
Matt Targett,Southampton,6.34,225,14-15
Matt Targett,Southampton,6.81,374,16-17
Matt Targett,Southampton,6.89,1187,18-19
Matt Targett,Southampton,6.92,1071,15-16
Matt Targett,Southampton,6.97,167,17-18
Matt Upson,Leicester,6.48,375,14-15
Matt Upson,Stoke,6.86,1019,11-12
Matt Upson,Stoke,7.56,90,12-13
Matt Upson,West Ham,6.83,2475,10-11
Matt Upson,West Ham,7.15,2905,09-10
Matteo Darmian,Manchester United,6.59,444,18-19
Matteo Darmian,Manchester United,6.61,444,17-18
Matteo Darmian,Manchester United,6.91,1932,15-16
Matteo Darmian,Manchester United,6.95,1334,16-17
Matteo Guendouzi,Arsenal,6.55,2144,18-19
Matthew Briggs,Fulham,6.35,198,10-11
Matthew Briggs,Fulham,6.72,294,12-13
Matthew Briggs,Fulham,6.75,87,13-14
Matthew Briggs,Fulham,6.75,91,11-12
Matthew Connolly,Cardiff,7.01,270,13-14
Matthew Connolly,Queens Park Rangers,6.73,489,11-12
Matthew Etherington,Stoke,6.34,1724,12-13
Matthew Etherington,Stoke,6.44,421,13-14
Matthew Etherington,Stoke,6.73,2383,11-12
Matthew Etherington,Stoke,6.92,2532,10-11
Matthew Etherington,Stoke,6.95,2894,09-10
Matthew Gilks,Blackpool,6.52,1576,10-11
Matthew Hill,Wolverhampton Wanderers,6.29,180,09-10
Matthew Jarvis,Norwich,6.29,1021,15-16
Matthew Jarvis,West Ham,6.25,74,15-16
Matthew Jarvis,West Ham,6.36,415,14-15
Matthew Jarvis,West Ham,6.45,1950,13-14
Matthew Jarvis,West Ham,6.6,2565,12-13
Matthew Jarvis,Wolverhampton Wanderers,6.67,3056,10-11
Matthew Jarvis,Wolverhampton Wanderers,6.76,2821,11-12
Matthew Jarvis,Wolverhampton Wanderers,6.84,2658,09-10
Matthew Kilgallon,Sunderland,6.52,512,12-13
Matthew Kilgallon,Sunderland,6.8,794,11-12
Matthew Kilgallon,Sunderland,7.03,612,09-10
Matthew Lowton,Aston Villa,6.53,1663,13-14
Matthew Lowton,Aston Villa,6.67,755,14-15
Matthew Lowton,Aston Villa,7.14,3267,12-13
Matthew Lowton,Burnley,6.64,1748,18-19
Matthew Lowton,Burnley,6.97,2295,17-18
Matthew Lowton,Burnley,7.02,3240,16-17
Matthew Pennington,Everton,6.46,180,16-17
Matthew Pennington,Everton,6.75,299,15-16
Matthew Taylor,Bolton,6.64,1925,10-11
Matthew Taylor,Bolton,6.85,2582,09-10
Matthew Taylor,Burnley,6.48,570,14-15
Matthew Taylor,West Ham,6.45,1370,12-13
Matthew Taylor,West Ham,6.6,1414,13-14
Matthew Worthington,Bournemouth,6.03,16,16-17
Matty Daly,Huddersfield,5.96,73,18-19
Matty Fryatt,Hull,6.21,219,13-14
Matty James,Leicester,6.0,1,16-17
Matty James,Leicester,6.63,995,17-18
Matty James,Leicester,6.87,1892,14-15
Maurice Edu,Stoke,5.52,9,12-13
Mauricio Isla,Queens Park Rangers,6.98,2132,14-15
Mauro Boselli,Wigan,6.06,495,10-11
Mauro Boselli,Wigan,6.1,130,12-13
Mauro Formica,Blackburn,6.73,2176,11-12
Mauro Zárate,Queens Park Rangers,6.25,73,14-15
Mauro Zárate,Watford,6.75,215,16-17
Mauro Zárate,West Ham,6.98,415,14-15
Mauro Zárate,West Ham,7.03,791,15-16
Max Kilman,Wolverhampton Wanderers,6.0,1,18-19
Max Meyer,Crystal Palace,6.49,1415,18-19
Max-Alain Gradel,Bournemouth,6.18,126,16-17
Max-Alain Gradel,Bournemouth,6.71,899,15-16
Maxi Rodríguez,Liverpool,6.78,800,11-12
Maxi Rodríguez,Liverpool,7.12,1208,09-10
Maxi Rodríguez,Liverpool,7.14,2044,10-11
Maxime Le Marchand,Fulham,6.72,2252,18-19
Maya Yoshida,Southampton,6.48,1016,15-16
Maya Yoshida,Southampton,6.85,1520,18-19
Maya Yoshida,Southampton,6.86,2051,17-18
Maya Yoshida,Southampton,6.9,1691,14-15
Maya Yoshida,Southampton,6.95,2852,12-13
Maya Yoshida,Southampton,6.99,632,13-14
Maya Yoshida,Southampton,7.03,2070,16-17
Maynor Figueroa,Hull,6.82,210,14-15
Maynor Figueroa,Hull,6.87,2717,13-14
Maynor Figueroa,Wigan,6.71,2815,12-13
Maynor Figueroa,Wigan,6.82,2812,10-11
Maynor Figueroa,Wigan,6.88,3088,09-10
Maynor Figueroa,Wigan,6.94,3353,11-12
Mehdi Abeid,Newcastle United,6.57,663,14-15
Memphis Depay,Manchester United,5.95,20,16-17
Memphis Depay,Manchester United,6.38,1478,15-16
Mesca,Fulham,5.85,18,13-14
Mesut Özil,Arsenal,6.78,1742,18-19
Mesut Özil,Arsenal,7.25,2164,17-18
Mesut Özil,Arsenal,7.27,2150,13-14
Mesut Özil,Arsenal,7.3,2848,16-17
Mesut Özil,Arsenal,7.57,1860,14-15
Mesut Özil,Arsenal,7.66,3049,15-16
Micah Richards,Aston Villa,6.91,2046,15-16
Micah Richards,Manchester City,6.97,1401,10-11
Micah Richards,Manchester City,7.01,1647,09-10
Micah Richards,Manchester City,7.03,2043,11-12
Micah Richards,Manchester City,7.08,161,13-14
Micah Richards,Manchester City,7.34,618,12-13
Michael Ballack,Chelsea,7.14,2366,09-10
Michael Bradley,Aston Villa,6.14,28,10-11
Michael Brown,Portsmouth,6.84,1932,09-10
Michael Brown,Wigan,6.59,152,09-10
Michael Carrick,Manchester United,6.66,1975,15-16
Michael Carrick,Manchester United,6.67,109,17-18
Michael Carrick,Manchester United,6.68,1603,16-17
Michael Carrick,Manchester United,6.84,1976,10-11
Michael Carrick,Manchester United,7.03,2112,09-10
Michael Carrick,Manchester United,7.06,1457,14-15
Michael Carrick,Manchester United,7.06,2413,13-14
Michael Carrick,Manchester United,7.09,3045,12-13
Michael Carrick,Manchester United,7.34,2513,11-12
Michael Dawson,Hull,6.6,1721,16-17
Michael Dawson,Hull,7.11,2434,14-15
Michael Dawson,Tottenham,7.09,2012,12-13
Michael Dawson,Tottenham,7.16,2838,13-14
Michael Dawson,Tottenham,7.2,548,11-12
Michael Dawson,Tottenham,7.38,2160,10-11
Michael Dawson,Tottenham,7.58,2334,09-10
Michael Doughty,Queens Park Rangers,6.42,51,14-15
Michael Duff,Burnley,6.95,951,09-10
Michael Duff,Burnley,7.02,1809,14-15
Michael Essien,Chelsea,6.37,148,13-14
Michael Essien,Chelsea,6.6,920,11-12
Michael Essien,Chelsea,7.24,2802,10-11
Michael Essien,Chelsea,7.6,1195,09-10
Michael Folivi,Watford,5.98,9,16-17
Michael Harriman,Queens Park Rangers,5.91,28,11-12
Michael Harriman,Queens Park Rangers,7.32,90,12-13
Michael Hefele,Huddersfield,5.81,32,17-18
Michael Johnson,Manchester City,5.99,1,09-10
Michael Keane,Burnley,7.04,1595,14-15
Michael Keane,Burnley,7.13,3150,16-17
Michael Keane,Everton,6.94,2561,17-18
Michael Keane,Everton,7.13,2970,18-19
Michael Keane,Manchester United,6.69,46,14-15
Michael Kightly,Burnley,6.12,103,16-17
Michael Kightly,Burnley,6.38,951,14-15
Michael Kightly,Stoke,6.52,1198,12-13
Michael Kightly,Wolverhampton Wanderers,6.16,160,10-11
Michael Kightly,Wolverhampton Wanderers,6.27,424,09-10
Michael Kightly,Wolverhampton Wanderers,6.59,1195,11-12
Michael Mancienne,Wolverhampton Wanderers,6.54,1118,10-11
Michael Mancienne,Wolverhampton Wanderers,6.6,1991,09-10
Michael Obafemi,Southampton,5.82,8,17-18
Michael Obafemi,Southampton,6.41,136,18-19
Michael Owen,Manchester United,5.74,79,11-12
Michael Owen,Manchester United,6.28,229,10-11
Michael Owen,Manchester United,6.42,607,09-10
Michael Owen,Stoke,6.13,93,12-13
Michael Tonge,Stoke,6.15,25,10-11
Michael Turner,Hull,7.07,360,09-10
Michael Turner,Norwich,6.7,2225,12-13
Michael Turner,Norwich,6.87,1944,13-14
Michael Turner,Sunderland,6.75,1306,10-11
Michael Turner,Sunderland,6.89,2115,11-12
Michael Turner,Sunderland,7.09,2550,09-10
Michail Antonio,West Ham,6.88,1358,17-18
Michail Antonio,West Ham,6.92,2101,18-19
Michail Antonio,West Ham,7.25,2440,16-17
Michail Antonio,West Ham,7.35,2063,15-16
Michel Vorm,Swansea,6.47,2340,13-14
Michel Vorm,Swansea,6.69,2312,12-13
Michel Vorm,Swansea,7.06,3330,11-12
Michel Vorm,Tottenham,6.18,90,15-16
Michel Vorm,Tottenham,6.52,415,16-17
Michel Vorm,Tottenham,6.74,90,17-18
Michel Vorm,Tottenham,6.85,180,18-19
Michel Vorm,Tottenham,6.9,356,14-15
Michu,Swansea,6.84,1289,13-14
Michu,Swansea,7.17,3017,12-13
Michy Batshuayi,Chelsea,6.34,239,16-17
Michy Batshuayi,Chelsea,6.38,353,17-18
Michy Batshuayi,Crystal Palace,6.86,757,18-19
Mido,West Ham,6.59,495,09-10
Miguel Almirón,Newcastle United,6.76,763,18-19
Miguel Britos,Watford,6.12,185,18-19
Miguel Britos,Watford,6.5,798,17-18
Miguel Britos,Watford,6.75,2285,16-17
Miguel Britos,Watford,6.8,2076,15-16
Miguel Layún,Watford,6.66,132,15-16
Mikael Mandron,Sunderland,6.05,20,12-13
Mikael Mandron,Sunderland,6.26,4,14-15
Mikaël Silvestre,Arsenal,6.82,857,09-10
Mike Pollitt,Wigan,6.57,291,09-10
